id	ini	fn	pt	漢字_程序改名	ipa调类	IPA_程序改名	注釋_程序改名	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	ɔ	184
1917	j	ɐm	33	陰	jɐm33	jɐm1	～天	2						
1918	ȵ	ɐm	31	飲	ȵɐm31	ȵɐm3	～料	2						
1919	j	ɐm	33	蔭	jɐm33	jɐm1	福～，树～	5						
1920	ȵ	ɐm	31	飲	ȵɐm31	ȵɐm3	～田	2						
1921	j	ɐp	31	揖	jɐp31	jɐp7	作～	2						
1922	ȵ	ɐm	31	淫	ȵɐm31	ȵɐm3	～荡	2						
1923	t	am	33	丹	tan33	tan1	牡～，仙～	5						
1924	t	am	33	單	tan33	tan1	～独	2						
1925	t	am	451	旦	tan451	tan5	元～，花～	5						
1926	tʰ	an	25	疸	tʰan25	tʰan9	黄～	2						
1927	tʰ	an	33	灘	tʰan33	tʰan1	沙～	2						
1928	tʰ	an	33	攤	tʰan33	tʰan1	分～，～开，摆～	8						
1929	tʰ	an	33	瘫	tʰan33	tʰan1	～痪	2						
1930	tʰ	an	31	坦	tʰan31	tʰan3	～白，～克	5						
1931	tʰ	an	451	炭	tʰan451	tʰan5	烧～	2						
1932	tʰ	an	451	嘆	tʰan451	tʰan5	～气	2						
1933	l	ai	31	獺	lai31	lai3	水～	2						
1934	tʰ	an	25	檀	tʰan25	tʰan9	～香	2						
1935	tʰ	an	25	壇	tʰan25	tʰan9	天～，文～	5						
1936	tʰ	an	213	彈	tʰan213	tʰan2	～琴	2						
1937	t	an	451	誕	tan451	tan5	圣～，～生	5						
1938	tʰ	an	31	但	tʰan31	tʰan3	～係（但是），不～	9						
1939	tʰ	an	31	彈	tʰan31	tʰan3	子～	2						
1940	tʰ	an	31	蛋	tʰan31	tʰan3	皮～	2						
1941	tʰ	æk	55	達	tʰæk5	tʰæk8a	发～，～到	5						
1942	n	an	213	難	nan213	nan2	困～	2						
1943	n	an	451	難	nan451	nan5	逃～，患～	5						
1944	n	ai	451	捺	nai451	nai5	撇～	2						
1945	l	an	213	蘭	lan213	lan2	～花	2						
1946	l	an	213	攔	lan213	lan2	～路	2						
1947	l	an	213	欄	lan213	lan2	～杆	2						
1948	l	an	33	懶	lan33	lan1	懒惰，～尸	5						
1949	l	an	31	爛	lan31	lan3	灿～，腐～	5						
1950	l	æk	55	辣	læk5	læk8a	～椒	2						
1952	ts	an	451	贊	tsan451	tsan5	称～，～助	5						
1953	tsʰ	an	33	餐	tsʰan33	tsʰan1	～车，快～	5						
1954	tsʰ	an	451	燦	tsʰan451	tsʰan5	～烂	2						
1955	tsʰ	æk	31	擦	tsʰæk31	tsʰæk7	～车	2						
1956	tsʰ	an	213	殘	tsʰan213	tsʰan2	～废	2						
1957	ɬ	an	33	珊	ɬan33	ɬan1	～瑚	2						
1958	ɬ	an	31	散	ɬan31	ɬan3	药～	2						
1959	ɬ	an	451	散	ɬan451	ɬan5	分～，解～	5						
1960	ɬ	æk	31	撒	ɬæk31	ɬæk7	～手，～种	5						
1961	ɬ	æk	31	薩	ɬæk31	ɬæk7	菩～	2						
1962	k	ɔn	33	干	kɔŋ33	kɔŋ1	天～地支；～扰	7						
1963	k	ɔn	33	亁	kɔŋ33	kɔŋ1	烘～，饼～	5						
1964	k	ɔn	33	肝	kɔŋ33	kɔŋ1	猪～	2						
1965	k	ɔn	33	竿	kɔŋ33	kɔŋ1	竹～	2						
1966	k	ɔn	33	桿	kɔŋ33	kɔŋ1	旗～，杠～	5						
1967	k	ɔn	31	稈	kɔŋ31	kɔŋ3	禾～（稻秆）	6						
1968	k	ɔn	31	趕	kɔŋ31	kɔŋ3	追～	2						
1969	k	ɔn	451	幹	kɔŋ451	kɔŋ5	～部，才～	5						
1970	k	ɔk	31	割	kɔk31	kɔk7	～禾（割稻）	6						
1971	k	ɔk	31	葛	kɔk31	kɔk7	诸～亮；生～，～薯	9						
1972	h	ɔn	451	看	hɔŋ451	hɔŋ5	～守所	3						
1973	kʰ	an	33	刊	kʰan33	kʰan1	报～	2						
1974	h	ɔn	451	看	hɔŋ451	hɔŋ5	看见	2						
1975	h	ɔk	31	渴	hɔk31	hɔk7	口渴；～望	5						
1976	ŋ	ɔn	451	岸	ŋɔŋ451	ŋɔŋ5	口～，两～	5						
1977	h	ɐn	33	鼾	hɐn33	hɐn1	～睡	2						
1978	h	ɔn	31	罕	hɔŋ31	hɔŋ3	稀～，～见	5						
1979	h	ɔn	451	漢	hɔŋ451	hɔŋ5	～人	2						
1980	h	ɔk	31	喝	hɔk31	hɔk7	吆～，～彩	5						
1981	h	ɔn	213	寒	hɔŋ213	hɔŋ2	大～，～流	5						
1982	h	ɔn	213	韓	hɔŋ213	hɔŋ2	～国；姓	4						
1983	h	ɔn	33	旱	hɔŋ33	hɔŋ1	干旱	2						
1984	h	ɔn	31	汗	hɔŋ31	hɔŋ3	出～，～马功劳	7						
1985	h	ɔn	31	銲	hɔŋ31	hɔŋ3	电～，～接	5						
1986	h	ɔn	213	翰	hɔŋ213	hɔŋ2	～林院；人名用字	8						
1987	ʔ	ɔn	33	安	ʔɔŋ33	ʔɔŋ1	公～，～全	5						
1988	ʔ	ɔn	33	鞍	ʔɔŋ33	ʔɔŋ1	马～，～山	5						
1989	ʔ	ɔn	451	按	ʔɔŋ451	ʔɔŋ5	～照	2						
1990	ʔ	ɔn	451	案	ʔɔŋ451	ʔɔŋ5	～件，档～	5						
1991	pʰ	an	31	扮	pʰan31	pʰan3	打～	2						
1992	p	æk	31	八	pæk31	pæk7	数字	2						
1993	pʰ	an	451	盼	pʰan451	pʰan5	～望	2						
1994	pʰ	an	31	瓣	pʰan31	pʰan3	花～	2						
1995	pʰ	an	31	辦	pʰan31	pʰan3	～事	2						
1996	pʰ	æk	55	拔	pʰæk5	pʰæk8a	～河，选～	5						
1997	tʰ	ian	31	綻	tʰian31	tʰian3	破～[文]	5						
1998	tʰ	ian	31	綻	tʰian31	tʰian3	长出，～笋，～芽[白]	11						
1999	ts	an	31	盞	tsan31	tsan3	灯～（灯）	5						
2000	ts	æk	31	紮	tsæk31	tsæk7	～紧，驻～	5						
2001	tsʰ	an	31	鏟	tsʰan31	tsʰan3	～草	2						
2002	tsʰ	æk	31	察	tsʰæk31	tsʰæk7	观～	2						
2003	ɬ	an	33	山	ɬan33	ɬan1		0						
2004	tsʰ	an	31	產	tsʰan31	tsʰan3	生～	2						
2005	ɬ	æk	31	殺	ɬæk31	ɬæk7	～人，自～	5						
2006	k	an	33	艱	kan33	kan1	～苦	2						
2007	k	an	33	間	kan33	kan1	房～，中～	5						
2008	k	an	31	簡	kan31	kan3	～单	2						
2009	k	an	31	揀	kan31	kan3	挑选	2						
2010	k	an	451	間	kan451	kan5	～断，离～[文]	8						
2011	k	an	451	間	kan451	kan5	隔开[白]	5						
2012	ŋ	an	31	眼	ŋan31	ŋan3	双～皮	3						
2013	h	an	213	閑	han213	han2	～事，空～	5						
2014	h	an	31	限	han31	han3	期～，～制	5						
2015	h	an	31	莧	han31	han3	～菜	2						
2016	ts	æk	31	軋	tsæk31	tsæk7	～钢厂	3						
2017	p	an	33	班	pan33	pan1	上～	2						
2018	p	an	33	斑	pan33	pan1	～马	2						
2019	p	ɐn	33	頒	pɐn33	pɐn1	～布，～奖	5						
2020	p	an	33	扳	pan33	pan1	～手，～开	5						
2021	p	an	31	板	pan31	pan3	黑～，石～	5						
2022	p	an	31	版	pan31	pan3	出～	2						
2023	pʰ	an	33	攀	pʰan33	pʰan1	～登，高～	5						
2025	m	an	213	蠻	man213	man2	不听话；野～	6						
2026	m	an	31	慢	man31	man3	～车	2						
2027	tsʰ	an	31	棧	tsʰan31	tsʰan3	客～；碗橱，碗～	8						
2028	tsʰ	æk	55	鍘	tsʰæk5	tsʰæk8a	～刀	2						
2029	ɬ	an	33	刪	ɬan33	ɬan1	～除	2						
2030	ɬ	ian	31	疝	ɬian31	ɬian3	～气（小肠气）	7						
2031	k	an	33	奸	kan33	kan1	～诈，～臣	5						
2032	k	an	31	鐧	kan31	kan3	杀手～	3						
2033	ŋ	an	213	顏	ŋan213	ŋan2	姓；～色	4						
2034	ŋ	an	451	雁	ŋan451	ŋan5	大～	2						
2035	h	æk	55	瞎	hæk5	hæk8a	～目	2						
2036	h	æk	33	轄	hæk3	hæk8b	管～，直～市	6						
2037	ʔ	an	451	晏	ʔan451	ʔan5	晚、迟；～子使楚	8						
2038	p	ian	33	鞭	pian33	pian1	皮～，～策	5						
2039	pʰ	ian	33	編	pʰian33	pʰian1	主～，～辑[文]	8						
2040	pʰ	ian	33	編	pʰian33	pʰian1	毛～，～毛编[白]	9						
2041	p	ian	451	變	pian451	pian5	～化，改～	5						
2042	pʰ	iɛt	55	别	pʰiɛt5	pʰiɛt8a	区～	2						
2043	p	iɛt	31	鼈	piɛt31	piɛt7	甲鱼	2						
2044	pʰ	ian	33	篇	pʰian33	pʰian1	一～文章	4						
2045	pʰ	ian	33	偏	pʰian33	pʰian1	～～，～僻	5						
2046	pʰ	ian	451	騙	pʰian451	pʰian5	欺～	2						
2047	pʰ	ian	213	便	pʰian213	pʰian2	～宜	2						
2048	pʰ	ian	31	辨	pʰian31	pʰian3	分～，～别	5						
2049	pʰ	ian	31	辯	pʰian31	pʰian3	～论	2						
2050	p	ian	33	汴	pian33	pian1	～京（北宋都城）	8						
2051	p	ian	31	便	pian31	pian3	方～	2						
2052	pʰ	iɛt	55	別	pʰiɛt5	pʰiɛt8a	离～，分～	5						
2053	m	ian	213	綿	mian213	mian2	海～，～羊	5						
2054	m	ian	213	棉	mian213	mian2	～花	2						
2055	m	ian	33	免	mian33	mian1	难～，～除	5						
2056	m	ian	33	勉	mian33	mian1	～强，～励	5						
2057	m	ian	33	娩	mian33	mian1	分～	2						
2058	m	ian	31	緬	mian31	mian3	～怀；～甸（地名）	9						
2059	m	ian	451	面	mian451	mian5	～子	2						
2060	m	ɐt	55	滅	mɐt5	mɐt8a	消～，～亡	5						
2061	tsʰ	a	33	□	tsʰa33	tsʰa1	碾米	2						
2062	l	ian	213	連	lian213	lian2	～长；大～（地名）	9						
2063	l	ian	213	聯	lian213	lian2	～系；对～	5						
2064	l	iɛt	55	列	liɛt5	liɛt8a	排～；～宁（人名）	9						
2065	l	iɛt	55	列	liɛt5	liɛt8a	两～（两排）[白，量]	11						
2066	l	iɛt	55	烈	liɛt5	liɛt8a	～士，热～	5						
2067	l	iɛt	55	裂	liɛt5	liɛt8a	～开，分～	5						
2068	ts	ian	33	煎	tsian33	tsian1	～药，～鱼	5						
2069	ts	ian	31	剪	tsian31	tsian3	～刀	2						
2070	ts	ian	451	箭	tsian451	tsian5	射～	2						
2071	ts	ian	451	濺	tsian451	tsian5	～一身水	4						
2072	tsʰ	ian	33	遷	tsʰian33	tsʰian1	升～，～怒	5						
2073	tsʰ	ian	31	淺	tsʰian31	tsʰian3	深～	2						
2074	tsʰ	ian	213	錢	tsʰian213	tsʰian2	～财	2						
2075	tsʰ	ian	31	踐	tsʰian31	tsʰian3	实～	2						
2076	tsʰ	ian	31	賤	tsʰian31	tsʰian3	下～，～人	5						
2077	ɬ	ian	33	仙	ɬian33	ɬian1	神～	2						
2078	ɬ	ian	33	鮮	ɬian33	ɬian1	新～	2						
2079	ɬ	ian	31	鮮	ɬian31	ɬian3	朝～（国名）	6						
2080	ɬ	ian	31	癬	ɬian31	ɬian3	发～（生癣）	6						
2081	ɬ	ian	451	線	ɬian451	ɬian5	～索	2						
2082	ɬ	iɛt	31	薛	ɬiɛt31	ɬiɛt7	姓，～宝钗	5						
2083	ɬ	iɛt	31	泄	ɬiɛt31	ɬiɛt7	～漏，排～	5						
2084	l	ian	25	羨	lian25	lian9	～慕	2						
2085	ts	an	31	展	tsan31	tsan3	开～，发～	5						
2086	ts	æk	31	哲	tsæk31	tsæk7	～学	2						
2087	tsʰ	æk	31	徹	tsʰæk31	tsʰæk7	～底	2						
2088	tsʰ	æk	31	撤	tsʰæk31	tsʰæk7	～退	2						
2089	tsʰ	an	25	纏	tsʰan25	tsʰan9	纠～，～线	5						
2090	tsʰ	iɛt	31	轍	tsʰiɛt31	tsʰiɛt7	南辕北～；苏～（人名）	11						
2091	ts	an	33	氈	tsan33	tsan1	羊毛～	3						
2092	ts	an	451	戰	tsan451	tsan5	～斗	2						
2093	tʰ	an	25	颤	tʰan25	tʰan9	训读：～抖	5						
2094	ts	æk	31	折	tsæk31	tsæk7	～断，打～	5						
2095	ts	æk	31	浙	tsæk31	tsæk7	～江（地名）	6						
2096	s	æk	55	舌	sæk5	sæk8a	舌头	2						
2097	s	an	451	搧	san451	san5	扇扇子，扇耳光[动]	10						
2098	s	an	451	扇	san451	san5	扇子[名]	5						
2099	s	æk	31	設	sæk31	sæk7	～计，建～	5						
2100	s	ɐm	213	蟬	sɐm213	sɐm2		0						
2101	s	ɐm	213	禪	sɐm213	sɐm2	～宗，～师	5						
2102	s	an	31	善	san31	san3	～良，心～	5						
2103	s	an	31	膳	san31	san3	～食，用～	5						
2104	t	an	33	單	tan33	tan1	姓	1						
2105	s	ɐm	213	禪	sɐm213	sɐm2	～让，封～	5						
2106	ts	æk	31	折	tsæk31	tsæk7	～本（赔本）	6						
2107	j	an	213	然	jan213	jan2	～后，居～	5						
2108	j	an	213	燃	jan213	jan2	～烧	2						
2109	ȵ	æk	55	熱	ȵæk5	ȵæk8a	冷～，～情	5						
2110	tsʰ	ian	31	遣	tsʰian31	tsʰian3	派～	2						
2111	kʰ	ian	213	乾	kʰian213	kʰian2	～坤，～隆	5						
2112	kʰ	ian	213	虔	kʰian213	kʰian2	～诚	2						
2113	kʰ	ian	31	件	kʰian31	kʰian3	事～	2						
2114	kʰ	iɛt	55	傑	kʰiɛt5	kʰiɛt8a	～出	2						
2115	ŋ	an	451	諺	ŋan451	ŋan5	农～，～语	5						
2116	ȵ	æk	31	孽	ȵæk31	ȵæk7	造～	2						
2117	j	an	213	延	jan213	jan2	～长，～安	5						
2118	j	an	31	演	jan31	jan3	～员，表～	5						
2119	k	ian	451	建	kian451	kian5	～设	2						
2120	kʰ	ian	31	揭	kʰian31	kʰian3	～发，～露	5						
2121	kʰ	iɛt	31	揭	kʰiɛt31	kʰiɛt7	～阳（地名）	6						
2122	kʰ	ian	31	鍵	kʰian31	kʰian3	关～，～盘	5						
2123	kʰ	ian	31	腱	kʰian31	kʰian3	肌～	2						
2124	ȵ	an	213	言	ȵan213	ȵan2	语～	2						
2125	h	ian	33	軒	hian33	hian1	人名用字	4						
2126	h	un	33	掀	hun33	hun1	～起[文]	5						
2127	j	an	33	掀	jan33	jan1	～被[白]	5						
2128	h	ian	451	憲	hian451	hian5	～法	2						
2129	h	ian	451	獻	hian451	hian5	贡～	2						
2130	h	ɔk	31	歇	hɔk31	hɔk7	～夜（过夜）	6						
2131	kʰ	iɛt	31	蠍	kʰiɛt31	kʰiɛt7	蝎子，蛇～心肠	7						
2133	p	ian	33	邊	pian33	pian1	～疆，旁～	5						
2134	p	ian	31	蝙	pian31	pian3	～蝠	2						
2135	p	ian	31	扁	pian31	pian3	圆扁	2						
2136	p	ian	31	匾	pian31	pian3	牌～	2						
2137	pʰ	ian	451	遍	pʰian451	pʰian5	三～，～地，普～	8						
2138	pʰ	ian	451	片	pʰian451	pʰian5	一～，～面	5						
2139	pʰ	iɛt	31	撇	pʰiɛt31	pʰiɛt7	～捺，～开	5						
2140	pʰ	i	31	蹩	pʰi31	pʰi3	跛，～脚	4						
2141	m	ɐn	213	眠	mɐn213	mɐn2	～床（床），安～	8						
2142	m	ian	31	麵	mian31	mian3	～粉	2						
2143	m	ɐt	31	蔑	mɐt31	mɐt7	～视	2						
2144	t	ian	33	顛	tian33	tian1	～倒，～簸	5						
2145	t	ian	31	典	tian31	tian3	～型，词～	5						
2146	tʰ	ian	33	天	tʰian33	tʰian1	～才	2						
2147	tʰ	ian	31	腆	tʰian31	tʰian3	腼～	2						
2148	tʰ	iɛt	31	鐵	tʰiɛt31	tʰiɛt7	～皮	2						
2149	tʰ	ian	213	田	tʰian213	tʰian2	种～	2						
2150	tʰ	ian	213	填	tʰian213	tʰian2	～空	2						
2151	tʰ	ian	31	電	tʰian31	tʰian3	触～，～灯	5						
2152	tʰ	ian	31	殿	tʰian31	tʰian3	宫～	2						
2153	t	ian	31	奠	tian31	tian3	～基	2						
2154	tʰ	iam	31	墊	tʰiam31	tʰiam3	～钱，座～	5						
2155	ȵ	an	213	年	ȵan213	ȵan2	过～	2						
2156	n	ian	33	撚	nian33	nian1	以指捻碎	4						
2157	n	iɛt	31	捏	niɛt31	niɛt7	以指尖捏取小面积	8						
2158	l	ian	213	憐	lian213	lian2	可～[文]	5						
2159	l	ian	213	憐	lian213	lian2	可～[白]	5						
2160	l	ian	213	蓮	lian213	lian2	～花，睡～	5						
2161	l	ian	31	練	lian31	lian3	～习，熟～	5						
2162	l	ian	31	鍊	lian31	lian3	～丹，锻～	5						
2163	l	ian	31	链	lian31	lian3	项～，～条	5						
2164	l	ian	31	楝	lian31	lian3	苦～树	3						
2165	ts	an	33	箋	tsan33	tsan1	便～，信～	5						
2166	ts	ian	451	薦	tsian451	tsian5	推～	2						
2167	ts	iɛt	31	節	tsiɛt31	tsiɛt7	～约，竹～	5						
2168	tsʰ	ian	33	千	tsʰian33	tsʰian1	～万	2						
2169	tsʰ	iɛt	31	切	tsʰiɛt31	tsʰiɛt7	～菜	2						
2170	tsʰ	ian	213	前	tsʰian213	tsʰian2	从～，～后	5						
2171	tsʰ	iɛt	55	截	tsʰiɛt5	tsʰiɛt8a	～断	2						
2172	ɬ	ian	33	先	ɬian33	ɬian1	祖～，～进，～生	8						
2173	ɬ	iɛu	33	屑	ɬiau33	ɬiau1	锯～[白，名]	7						
2174	ɬ	iɛu	33	屑	ɬiau33	ɬiau1	不～一顾[文，动]	9						
2175	ɬ	iɛp	31	楔	ɬiɛp31	ɬiɛp7	～入去（塞进去）[训]	11						
2176	k	ian	33	肩	kian33	kian1	～头	2						
2177	k	ian	33	堅	kian33	kian1	～强	2						
2178	k	an	31	繭	kan31	kan3	蚕～	2						
2179	k	ian	451	見	kian451	kian5	～人，～识	5						
2180	k	iɛt	31	結	kiɛt31	kiɛt7	～婚，～疕[文，动]	10						
2181	k	ian	31	結	kian31	kian3	打～[白]	5						
2182	k	iɛt	31	潔	kiɛt31	kiɛt7	～白，清～	5						
2183	kʰ	ian	33	牽	kʰian33	kʰian1	～牛花	3						
2184	ŋ	an	213	研	ŋan213	ŋan2	～究	2						
2185	j	an	31	硯	jan31	jan3	～台	2						
2186	h	ian	31	顯	hian31	hian3	明～	2						
2187	h	ian	213	賢	hian213	hian2	～惠，圣～	5						
2188	h	ian	213	弦	hian213	hian2	琴～	2						
2189	h	ian	31	現	hian31	hian3	～在，出～	5						
2190	j	an	33	煙	jan33	jan1	冒～	2						
2191	j	an	451	燕	jan451	jan5	姓；～京，～山（地名）	11						
2192	j	an	451	燕	jan451	jan5	燕子，～窝	5						
2193	j	an	33	嚥	jan33	jan1	～喉	2						
2194	ʔ	an	451	宴	ʔan451	ʔan5	～会	2						
2195	p	an	33	般	pan33	pan1	～配，一～	5						
2196	p	an	33	搬	pan33	pan1	～运	2						
2197	p	an	451	半	pan451	pan5	一～，～日	5						
2198	pʰ	an	31	绊	pʰan31	pʰan3	～脚石，～马索	7						
2199	p	æk	31	鉢	pæk31	pæk7	花～（花盆），衣～	9						
2200	pʰ	æk	31	撥	pʰæk31	pʰæk7	～款	2						
2201	pʰ	an	33	潘	pʰan33	pʰan1	姓	1						
2202	pʰ	ɐn	31	拚	pʰɐn31	pʰɐn3	～命	2						
2203	pʰ	an	31	判	pʰan31	pʰan3	～断，审～	5						
2204	pʰ	æk	31	潑	pʰæk31	pʰæk7	～水；泼辣	5						
2205	pʰ	an	213	盤	pʰan213	pʰan2	算～	2						
2206	pʰ	an	31	伴	pʰan31	pʰan3	～随，伙～[文]	8						
2207	pʰ	an	31	伴	pʰan31	pʰan3	做～，冇～[白]	8						
2208	pʰ	an	31	拌	pʰan31	pʰan3	凉～，搅～	5						
2209	pʰ	an	31	叛	pʰan31	pʰan3	～徒，背～	5						
2210	m	an	213	瞞	man213	man2	隐～	2						
2211	m	an	31	饅	man31	man3	～头	2						
2212	m	an	31	鰻	man31	man3	～鱼	2						
2213	m	an	33	滿	man33	man1	～意	2						
2214	m	an	31	漫	man31	man3	～画，～长	5						
2215	m	æk	55	末	mæk5	mæk8a	～尾	2						
2216	m	æk	55	沫	mæk5	mæk8a	泡～	2						
2217	m	æk	31	抹	mæk31	mæk7	～桌，～布	5						
2218	t	ɔn	33	端	tɔŋ33	tɔŋ1	～正	2						
2219	t	ɔn	31	短	tɔŋ31	tɔŋ3	长～	2						
2220	t	ɔn	451	斷	tɔŋ451	tɔŋ5	判～，～案	5						
2221	tʰ	ɔn	31	鍛	tʰɔŋ31	tʰɔŋ3	～炼	2						
2222	tʰ	ɔk	31	掇	tʰɔk31	tʰɔk7	端东西，～菜	6						
2223	tʰ	ɔk	31	脫	tʰɔk31	tʰɔk7	～鞋，摆～	5						
2224	tʰ	ɔn	213	團	tʰɔŋ213	tʰɔŋ2	～结，～长	5						
2225	tʰ	ɔn	213	糰	tʰɔŋ213	tʰɔŋ2	饭～，面～	5						
2226	tʰ	ɔn	33	斷	tʰɔŋ33	tʰɔŋ1	～绝[文]	5						
2227	tʰ	ɔn	33	斷	tʰɔŋ33	tʰɔŋ1	线断了[白]	6						
2228	tʰ	ɔn	31	段	tʰɔŋ31	tʰɔŋ3	姓；阶～	4						
2229	tʰ	ɔn	31	緞	tʰɔŋ31	tʰɔŋ3	绸～	2						
2230	tsʰ	ɔk	55	奪	tsʰɔk5	tsʰɔk8a	～取	2						
2231	n	ɔn	33	暖	nɔŋ33	nɔŋ1	冷～	2						
2232	l	ian	213	鸞	lian213	lian2	～凤	2						
2233	l	ɔn	31	卵	lɔŋ31	lɔŋ3	鸡～（鸡蛋），～生	9						
2234	l	un	31	亂	lun31	lun3	混～	2						
2235	ȵ	æk	31	□	ȵæk31	ȵæk7	捋袖子	3						
2236	ȵ	ai	451	□	ȵai451	ȵai5	啃骨头	3						
2237	ts	ɔn	451	鑽	tsɔŋ451	tsɔŋ5	～孔，～山洞[动]	9						
2238	tsʰ	ɔn	31	纂	tsʰɔŋ31	tsʰɔŋ3	编～	2						
2239	ts	an	451	攒	tsan451	tsan5	积～	2						
2240	ts	ɔn	451	鑽	tsɔŋ451	tsɔŋ5	电～[名]，～石	8						
2241	ts	ɐt	55	撮	tsɐt5	tsɐt8a	一～毛	3						
2242	ts	y	55	□	tsy5	tsy8a	英语音译：cheat。～人（骗人），～把戏（变魔术）	26						
2243	ɬ	ɔn	33	酸	ɬɔŋ33	ɬɔŋ1	～甜	2						
2244	ɬ	ɔn	451	算	ɬɔŋ451	ɬɔŋ5	计～	2						
2245	ɬ	ɔn	451	蒜	ɬɔŋ451	ɬɔŋ5	大蒜，蒜头	5						
2246	kʷ	ɔn	33	官	kʷɔŋ33	kʷɔŋ1	～司，当～	5						
2247	kʷ	ɔn	33	棺	kʷɔŋ33	kʷɔŋ1	～材	2						
2248	kʷ	ɔn	33	觀	kʷɔŋ33	kʷɔŋ1	参～，～音	5						
2249	kʷ	ɔn	33	冠	kʷɔŋ33	kʷɔŋ1	衣～，鸡～花	6						
2250	kʷ	ɔn	31	管	kʷɔŋ31	kʷɔŋ3	～理，气～	5						
2251	kʷ	ɔn	31	館	kʷɔŋ31	kʷɔŋ3	图书～	3						
2252	kʷ	ɔn	451	貫	kʷɔŋ451	kʷɔŋ5	一～，～彻	5						
2253	kʷ	ɔn	451	灌	kʷɔŋ451	kʷɔŋ5	～溉	2						
2254	kʷ	ɔn	451	罐	kʷɔŋ451	kʷɔŋ5	～头	2						
2255	kʷ	ɔn	33	觀	kʷɔŋ33	kʷɔŋ1	道～	2						
2256	kʷ	ɔn	451	冠	kʷɔŋ451	kʷɔŋ5	～军	2						
2257	kʷ	æk	31	括	kʷæk31	kʷæk7	包～	2						
2258	kʰ	ɔn	33	寬	kʰɔŋ33	kʰɔŋ1	～松	2						
2259	kʰ	ɔn	31	款	kʰɔŋ31	kʰɔŋ3	汇～，拨～	5						
2260	kʷʰ	æk	31	闊	kʷʰæk31	kʷʰæk7	开～	2						
2261	ŋ	ɔn	31	玩	ŋɔŋ31	ŋɔŋ3	～具，游～	5						
2262	kʷʰ	ɔn	33	歡	kʷʰɔŋ33	kʷʰɔŋ1	喜～，～喜	5						
2263	f	ɔn	31	喚	fɔŋ31	fɔŋ3	呼～	2						
2264	f	ɔn	31	煥	fɔŋ31	fɔŋ3	～然一新	4						
2265	h	æk	55	豁	hæk5	hæk8a	～免，～然开朗	7						
2266	h	ɐn	213	桓	hɐn213	hɐn2	齐～公	3						
2267	v	an	213	完	van213	van2	～全[文]	5						
2268	v	an	213	完	van213	van2	用～，食～[白]	8						
2269	j	an	213	丸	jan213	jan2	肉～，药～	5						
2270	f	ɔn	31	緩	fɔŋ31	fɔŋ3	～慢，迟～	5						
2271	f	ɔn	31	皖	fɔŋ31	fɔŋ3	安徽简称，～南事变	9						
2272	v	ɔn	31	換	vɔŋ31	vɔŋ3	交～[文]	5						
2273	v	ɔn	31	換	vɔŋ31	vɔŋ3	～水[白]	5						
2274	v	ɔn	31	換	vɔŋ31	vɔŋ3	金不换[白]	6						
2275	v	æk	55	活	væk5	væk8a	生～	2						
2276	v	ɔn	31	豌	vɔŋ31	vɔŋ3	～豆	2						
2277	v	ɔn	31	碗	vɔŋ31	vɔŋ3	饭～	2						
2278	v	ɔn	31	腕	vɔŋ31	vɔŋ3	手～	2						
2280	ŋ	an	213	頑	ŋan213	ŋan2	～固，～皮	5						
2281	v	an	31	幻	van31	van3	科～，～想	5						
2282	v	æk	55	滑	væk5	væk8a	地～，～稽	5						
2283	v	æk	55	猾	væk5	væk8a	狡～	2						
2284	v	æk	31	挖	væk31	væk7	～掘[文]	5						
2285	v	æk	31	挖	væk31	væk7	穵[白]	4						
2286	tsʰ	ɔn	31	篡	tsʰɔŋ31	tsʰɔŋ3	～位，～改	5						
2287	ɬ	ɔn	33	閂	ɬɔŋ33	ɬɔŋ1	～门，门～	5						
2288	tsʰ	un	213	拴	tsʰun213	tsʰun2	拴住（捆绑）	6						
2289	ɬ	æk	31	刷	ɬæk31	ɬæk7	～牙，牙～	5						
2290	kʷ	an	33	關	kʷan33	kʷan1	～门，海～	5						
2291	kʷ	an	451	慣	kʷan451	kʷan5	习～	2						
2292	kʷ	æk	31	刮	kʷæk31	kʷæk7	～毛，搜～	5						
2293	v	an	213	還	van213	van2	～原[文]	5						
2294	v	an	213	還	van213	van2	～钱[白]	5						
2295	v	an	213	還	van213	van2	～有[白]	5						
2296	v	an	213	環	van213	van2	～境	2						
2297	v	an	31	患	van31	van3	～病，忧～	5						
2298	tsʰ	ɐn	213	宦	tsʰɐn213	tsʰɐn2	*～官	3						
2299	v	an	33	彎	van33	van1	转～	2						
2300	v	an	33	灣	van33	van1	台～，海～	5						
2301	l	ian	213	戀	lian213	lian2	～爱	2						
2302	l	ɔk	31	劣	lɔk31	lɔk7	～质，恶～	5						
2303	tsʰ	ɔn	213	全	tsʰɔŋ213	tsʰɔŋ2	～部，安～	5						
2304	tʰ	ɔn	213	泉	tʰɔŋ213	tʰɔŋ2	～水，喷～	5						
2305	tsʰ	it	55	絕	tsʰit5	tsʰit8a	～对	2						
2306	ɬ	ian	33	宣	ɬian33	ɬian1	～布，～传	5						
2307	ɬ	ian	31	選	ɬian31	ɬian3	～择，挑～	5						
2308	ɬ	iɛt	31	雪	ɬiɛt31	ɬiɛt7	落～（下雪），～白	9						
2309	ɬ	un	213	旋	ɬun213	ɬun2	～转	2						
