#漢字	音標	解釋
廠	tʃʰɔŋ3	~长
廠	ʧʰɔŋ3	～长
廣	kuɔŋ3	推~;~东(地名);推～；～东（地名）
延	jan2	~长，~安;～长，～安
建	kien5	~设;～设
弓	kuŋ1	~箭;～箭
引	jen3	吸~;吸～
弘	waŋ2	~扬;～扬
弟	tʰi3	兄~[文];兄～[文]
弟	tʰɛ1	弟弟，老~[白];弟弟，老～[白]
弱	ȵiɔk8	~点;～点
張	tʃɔŋ1	紧~;姓;装东西
張	ʧɔŋ1	紧～；姓；装东西
強	kʰiɔŋ2	~大，坚~;～大，坚～
彈	tʰam2	~琴;～琴
彎	van1	转~;转～
形	jiŋ2	~状，地~;～状，地～
彩	tsʰuɔi3	~色
彩	ʦʰuɔi3	～色
彭	pʰɛn2	姓，~德怀;姓，～德怀
影	jaŋ3	电~;电～
往	wɔŋ3	来~，~日;来～，～日
律	let8	法~，~师;法～，～师
後	hɛ3	~生，~来[文];~日[白];～生，～来[文];～日[白]
徐	tɕʰy2	姓
徐	ʨʰy2	姓
得	tɛt7	获~，~意;获～，～意
徛	kʰi1	站立;(山)斜度高;站立；（山）斜度高
從	tsʰuŋ2	跟~，~来
從	ʦʰuŋ2	跟～，～来
循	tsʰen2	遵~，~环
循	ʦʰen2	遵～，～环
心	ɬem1	~肝，内~;～肝，内～
忍	ȵen1	~耐，~受;～耐，～受
忙	mɔŋ2	农~，~碌;农～，～碌
念	ȵiam3	~经，怀~;～经，怀～
忽	fet8	~然;～然
怕	pʰa5	害怕，惊~;害怕，惊～
急	kɛp7	心~;心～
怨	ian5	~人，埋~;～人，埋～
怪	kuai5	奇~;奇～
恩	ian1	~人;～人
息	ɬɛt7	休~[文];休～[文]
恰	hap8	~切，~当;～切，～当
惜	ɬɛt7	疼爱[白]
惡	ɔk7	善~，~霸;善～，～霸
惱	nɔ3	烦~[文];讨厌，不喜欢[白];烦～[文]
想	ɬiɔŋ3	~法，思~;～法，思～
惹	ȵia1	~事;～事
愁	tsʰɛu2	~眉苦脸
愁	ʦʰɛu2	～眉苦脸
意	ji5	~思;～思
愛	ɔi5	~情;要;～情；要
慘	tsʰam3	悲~
慘	ʦʰam3	悲～
慢	man3	~车;～车
慮	ly3	考~;考～
慶	hən5	~祝;～祝
慾	juk8	~望，贪~;～望，贪～
懶	lan1	懒惰，~尸;懒惰，～尸
懷	fai2	~疑;～疑
戀	lien2	~爱;～爱
我	ŋai2	涯，第一人称[白]
我	ŋɔ1	自~[文];自～[文]
或	wak8	~者;～者
截	tɕiat7	~断
截	ʨiat7	～断
戰	tʃan5	~斗
戰	ʧan5	～斗
戲	ɕi5	做~;做～
戶	fu3	~口;～口
房	fɔŋ2	~间;～间
扁	pien3	圆扁
手	sɛu3	~脚，~段;～脚，～段
才	tsʰuɔi2	人~，~气，秀~
才	ʦʰuɔi2	人～，～气，秀～
打	ta3	~针;～针
托	tʰok7	手承物，~盘;手承物，～盘
扣	kʰɛ5	~钱，~压;～钱，～压
扮	pʰan3	打~;打～
扯	tʃʰa3	~开，~烂
扯	ʧʰa3	～开，～烂
扼	ak7	~杀，~制;～杀，～制
抄	tsʰau1	~书
抄	ʦʰau1	～书
把	pa3	~握，~脉;～握，～脉
抗	kʰɔŋ5	反~，~战;反～，～战
折	tɕiɛt7	~断，打~
折	ʨiɛt7	～断，打～
抽	tsʰɛu1	~出
抽	ʦʰɛu1	～出
拍	pʰak7	~片，~球;～片，～球
拐	kvai3	~卖，铁~李;～卖，铁～李
拔	pʰat8	~河，选~;～河，选～
拖	tʰɔ1	~拉机;～拉机
招	tsau1	~生
招	ʦau1	～生
拜	pai5	结~，礼~，~佛;结～，礼～，～佛
括	kuat7	包~;包～
拳	kʰiɛn2	~头;～头
拿	na2	~手，推~;～手，推～
指	tɕi3	手~，~甲
指	ʨi3	手～，～甲
挑	tʰiau1	~剔，~担;～剔，～担
挖	vat7	~掘[文];～掘[文]
振	tsen5	~动
振	ʦen5	～动
捋	luat7	捋袖子
捏	niap7	以指尖捏取小面积
捨	sa3	~唔得(舍不得);～唔得（舍不得）
捲	kiɛn3	~起来[动];～起来[动]
捷	tɕiap7	~报，大~，敏~
捷	ʨiap7	～报，大～，敏～
捺	nat7	撇~;撇～
掃	ɬɔ5	~地[动];～地[动]
掌	tʃɔŋ3	巴~，~握
掌	ʧɔŋ3	巴～，～握
排	pʰai2	~队;～队
掛	kʰva5	~起来，牵~，~钩;～起来，牵～，～钩
探	tʰam5	试~;试～
接	tɕiap7	迎~，~待
接	ʨiap7	迎～，～待
控	huŋ5	~制;～制
推	tʰui1	~荐，~动;～荐，～动
掩	iam3	~护;～护
揀	kan3	挑选
插	tsʰap7	~花
插	ʦʰap7	～花
換	van3	交~[文];交～[文]
揞	em1	手覆，揞住
握	ɔk7	~手，把~;～手，把～
揭	kʰiɛt7	~发，~露;～发，～露
損	ɬen3	~坏;～坏
搖	ȵiau2	动~，~篮;动～，～篮
搜	ɬɛu1	~查;～查
搬	pan1	~运;～运
搶	tɕʰiɔŋ3	~劫
搶	ʨʰiɔŋ3	～劫
摘	tʃak7	~菜
摘	ʧak7	～菜
摳	kʰy1	挖
摸	mɔ1	偷偷~~[文];~来~去[白];偷偷～～[文];～来～去[白]
摺	tʃap7	~被，~叠
摺	ʧap7	～被，～叠
撇	piɛt7	~捺，~开;～捺，～开
撐	tsʰaŋ1	支~，~开
撐	ʦʰaŋ1	支～，～开
撤	tʃʰat8	~退
撤	ʧʰat8	～退
撮	tɕiat7	一~毛
撮	ʨiat7	一～毛
擇	tsʰat8	选~[文];~菜[白]
擇	ʦʰat8	选～[文];～菜[白]
擋	tɔŋ3	阻~，~风;阻～，～风
擔	tam1	~任[动];~竿[名];～任[动];～竿[名]
擴	kʰɔŋ5	~充，~大;～充，～大
擺	pai3	摇~;摇～
攝	sap7	~影;～影
攤	tʰam1	分~，~开，摆~;分～，～开，摆～
收	sɛu1	丰~，~集;丰～，～集
改	kɔi3	修~，~正;修～，～正
放	fɔŋ5	解~，~心[文];解～，～心[文]
故	ku5	~事，~乡;～事，～乡
效	hua3	~果;～果
敏	men1	灵~;灵～
救	kɛu5	~命;～命
敗	pʰai3	失~;失～
敢	kam3	勇~;勇～
散	ɬan3	药~;药～
散	ɬan5	分~，解~;分～，解～
敬	kən5	尊~，~酒;尊～，～酒
敵	tʰɛk8	~人;～人
文	ven2	~章，论~;～章，论～
斗	tɛ3	十升为一斗
料	liau5	肥~，材~;肥～，材～
斜	tɕʰia2	不正
斜	ʨʰia2	不正
斤	ken1	~两;～两
斧	pu3	~头;～头
斬	tsam3	白~鸡
斬	ʦam3	白～鸡
新	ɬen1	~旧;～旧
斷	tʰuan1	线断了[白]
方	fɔŋ1	地~，大~;地～，大～
旁	pʰɔŋ2	~边;～边
旋	ɬiɛn2	~转;～转
族	tsʰuk8	~长，民~
族	ʦʰuk8	～长，民～
日	ȵet7	十~，~期;十～，～期
旦	tam5	元~，花~;元～，花～
早	tsɔ3	还~
早	ʦɔ3	还～
旺	wɔŋ3	兴~;兴～
昂	ŋɔŋ2	~首挺胸，气~~;～首挺胸，气～～
易	ji1	交~，贸~;交～，贸～
易	ji3	容~;容～
春	tsʰen1	立~
春	ʦʰen1	立～
時	ɕi2	~间，当~;～间，当～
晚	man5	~会;～会
晝	tsɛu5	上~，~夜
晝	ʦɛu5	上～，～夜
晨	sen2	朝~;朝～
景	kən3	~色，风~;～色，风～
晴	tsʰən1	天~
晴	ʦʰən1	天～
暖	nuan1	冷~;冷～
暗	am5	不亮
暫	tɕʰiam3	~时
暫	ʨʰiam3	～时
暴	pʰau3	~雨，残~;～雨，残～
曆	lɛt8	日~，~书;日～，～书
曉	hiau3	春~，~得;春～，～得
更	kən5	~加;～加
書	ɕy1	读~;读～
曾	tsɛn1	姓
曾	ʦɛn1	姓
最	tsui5	~好
最	ʦui5	～好
會	fei3	开~;~睡，~来;开～;～睡，～来
有	jɛu1	~钱;～钱
朋	pʰɛn2	~友;～友
服	fuk8	~务;～务
望	mɔŋ3	失~;失～
朝	tsau1	~晨，三~
朝	tsʰau2	~代
朝	ʦau1	～晨，三～
朝	ʦʰau2	～代
木	muk7	~工;～工
末	mei3	~尾;～尾
本	pen3	~来，书~;～来，书～
朱	tɕy1	姓
朱	ʨy1	姓
朶	tɔ3	一~花，花~;一～花，花～
杉	tsʰam5	~树
杉	ʦʰam5	～树
李	li3	姓;水果;姓；水果
村	tsʰen1	~长
村	ʦʰen1	～长
束	tsʰuk7	结~
束	ʦʰuk7	结～
杯	pei1	茶~;茶～
東	tɔŋ1	东南西北
松	tsʰɔŋ2	~树
松	ʦʰɔŋ2	～树
板	pan3	黑~，石~;黑～，石～
枉	wɔŋ3	冤~;冤～
枕	tsem3	~头[名];~枕头[动]
枕	ʦem3	～头[名]；～枕头[动]
林	lem2	树~;姓;树～；姓
果	kuɔ3	水~;水～
架	ka5	书~;书～
柄	piaŋ5	刀~，把~;刀～，把～
染	ȵiam3	污~;污～
柱	tɕʰy1	柱子
柱	ʨʰy1	柱子
柳	lɛu5	~树;～树
柴	tʃʰai2	姓;火~
柴	ʧʰai2	姓；火～
査	tsʰa2	调~
査	ʦʰa2	调～
柿	ɕi5	柿子，~饼;柿子，～饼
栗	let7	~子;～子
桃	tʰɔ2	杨~，~花;杨～，～花
案	ɔn5	~件，档~;～件，档～
桌	tsʰɔk7	书~
桌	ʦʰɔk7	书～
桑	ɬɔŋ1	~叶;～叶
桶	tʰuŋ3	水~;水～
梅	mɔi2	~花;～花
條	tʰiau2	~件，字~;～件，字～
梯	tʰɔi1	楼~;楼～
梳	sɔ1	梳子[名];梳头[动];梳子[名]；梳头[动]
棉	mian2	~花;～花
棍	kun5	长~;长～
棚	pʰən2	楼~，瓜~;楼～，瓜～
椅	ji3	椅子，藤~;椅子，藤～
椒	tsiau1	胡~
椒	ʦiau1	胡～
楚	tsʰɔ3	清~
楚	ʦʰɔ3	清～
業	ȵiap8	事~，~余;事～，～余
極	kʰɛt7	南~;南～
榮	jiŋ2	光~，~誉;光～，～誉
槍	tɕʰiɔŋ1	手~
槍	ʨʰiɔŋ1	手～
樂	lɔk8	音~;音～
樓	lɛ2	~下;～下
標	piau1	~准，~志，招~;～准，～志，招～
模	mu2	~型，~范;～型，～范
樣	jɔŋ3	一~;一～
樹	ɕy3	~立，种~;～立，种～
橋	kʰiau2	大~;大～
橫	wɔŋ2	~直;～直
檢	kiam3	~查，体~;～查，体～
櫃	kʰui3	~台;～台
欖	lam3	橄~，乌~;橄～，乌～
欠	hiam5	~钱，拖~;～钱，拖～
次	tsʰə5	名~，~品
次	ʦʰə5	名～，～品
欣	hen1	~赏;～赏
欽	ham3	~差，~佩;～差，～佩
款	fɔn3	汇~，拨~;汇～，拨～
歇	kʰiɛt7	~夜(过夜);～夜（过夜）
歐	ɛ1	~洲;姓;～洲；姓
歡	fɔn1	喜~，~喜;喜～，～喜
正	tsaŋ1	~月
正	tsən5	立~，~直[文];~好，~来[白]
正	ʦaŋ1	～月
正	ʦən5	立～，～直[文];～好，～来[白]
此	tsʰə3	到~为止
此	ʦʰə3	到～为止
步	pʰu3	跑~;跑～
武	vu3	~器，~术;～器，～术
歪	vai1	~风邪气;～风邪气
殘	tsʰan2	~废
殘	ʦʰan2	～废
段	tʰuan3	姓;阶~;姓；阶～
殺	ɬat7	~人，自~;～人，自～
殼	hɔk7	贝~;贝～
母	mu1	父~;父～
比	pi3	~较，对~;～较，对～
