#漢字	音標	解釋
主	tsy3	
煮	tsy3	
著	tsy5	
駐	tsy5	
註	tsy5	
注	tsy5	
註	tsy5	
蛀	tsy5	
鑄	tsy5	
柱	tsʰy1	
褚	tsʰy1	
苧	tsʰy1	
蛆	tsʰy1	
徐	tsʰy2	
除	tsʰy2	
儲	tsʰy2	
廚	tsʰy2	
住	tsʰy3	
箸	tsʰy3	
取	tsʰy3	
娶	tsʰy3	
處	tsʰy3	相~
趣	tsʰy5	
處	tsʰy5	住~
書	sy1	
舒	sy1	
輸	sy1	
鼠	sy2	
薯	sy2	
署	sy3	
暑	sy3	
序	sy3	
緖	sy3	
絮	sy3	
樹	sy3	
殊	sy3	
豎	sy3	
庶	sy5	
恕	sy5	
戍	sy5	
嗉	sy5	
語	ȵy1	
魚	ȵy2	
漁	ȵy2	
女	ȵy3	
御	ȵy3	
禦	ȵy3	
居	ky1	
車	ky1	象棋棋子的一种
矩	ky3	
榘	ky3	
舉	ky3	
鋸	ky5	
句	ky5	
據	ky5	
据	ky5	
枸	kʰy1	
驅	kʰy1	
倶	kʰy1	
區	kʰy1	
軀	kʰy1	
巨	kʰy3	
鉅	kʰy3	
拒	kʰy3	
距	kʰy3	
瞿	kʰy3	
渠	kʰy3	
具	kʰy3	
懼	kʰy3	
去	kʰy5	
墟	hy1	
虛	hy1	
噓	hy1	
許	hy3	
去	hy5	白
於	y1	
於	y1	
于	y1	
籲	y1	
吁	y1	
迂	y1	
如	y2	
汝	y2	
淤	y2	
與	y2	
与	y2	
盂	y2	
儒	y2	
餘	y3	
余	y3	
餘	y3	
與	y3	
与	y3	
預	y3	
豫	y3	
娛	y3	
愚	y3	
虞	y3	
楡	y3	
愈	y3	
癒	y3	
逾	y3	
埨	y3	
喩	y3	
遇	y3	
寓	y3	
雨	y3	
宇	y3	
禹	y3	
羽	y3	
裕	y3	
芋	y5	
波	po1	
玻	po1	
菠	po1	
坡	po1	
播	po5	
棵	pʰo1	
婆	pʰo2	
頗	pʰo3	
破	pʰo5	
摸	mo1	
摩	mo1	
饃	mo1	
蟆	mo1	
魔	mo2	
磨	mo3	石~
磨	mo5	
離	vo1	
离	vo1	
倭	vo1	
鍋	vo1	
踒	vo1	
禾	vo2	
禍	vo2	
多	to1	
妥	to2	
橢	to2	
惰	to3	
妬	to5	
拖	tʰo1	
駝	tʰo2	
馱	tʰo2	
舵	tʰo2	
唾	tʰo3	
挪	no2	
糯	no3	
□	no5	用脚擦去东西
囉	lo1	~嗦
羅	lo2	
鑼	lo2	
籮	lo2	
螺	lo2	
裸	lo2	
滷	lo3	
鹵	lo3	
卤	lo3	
□	lo5	一种味道
左	tso3	
阻	tso3	
助	tso3	
做	tso5	
佐	tso5	
初	tsʰo1	
坐	tsʰo1	
搓	tsʰo1	
雛	tsʰo1	
鋤	tsʰo2	
座	tsʰo3	
銼	tsʰo5	
錯	tsʰo5	
梭	so1	
㧧	so1	
疏	so1	
蔬	so1	
唆	so1	
蓑	so1	
傻	so3	
所	so3	
鎖	so3	
瑣	so3	
哥	ko1	
歌	ko1	
戈	ko1	
果	ko3	
裹	ko3	包~
個	ko5	
箇	ko5	
个	ko5	
過	ko5	
可	kʰo3	
我	ŋo1	
蛾	ŋo2	
鵝	ŋo2	
俄	ŋo2	
訛	ŋo2	
餓	ŋo3	
臥	ŋo3	
河	ho2	
何	ho2	
荷	ho2	
賀	ho3	
耗	ho5	
背	poi5	
揹	poi5	
簸	poi5	
裴	pʰoi1	
陪	pʰoi2	
焙	pʰoi3	
梅	moi2	
媒	moi2	
煤	moi2	
枚	moi2	
糜	moi2	
妹	moi5	
灰	foi1	
恢	foi1	
魁	foi1	
奎	foi1	
煨	voi1	
穢	voi5	
會	voi5	~不~
碓	toi5	
胎	tʰoi1	
臺	tʰoi2	
檯	tʰoi2	
颱	tʰoi2	
台	tʰoi2	
抬	tʰoi2	
苔	tʰoi2	
薹	tʰoi2	
怠	tʰoi2	
殆	tʰoi2	
代	tʰoi3	
待	tʰoi3	
袋	tʰoi3	
乃	noi1	
耐	noi3	
奈	noi3	
來	loi2	
縷	loi3	
災	tsoi1	
栽	tsoi1	
滓	tsoi2	
宰	tsoi3	
再	tsoi5	
載	tsoi5	
才	tsʰoi2	
纔	tsʰoi2	
材	tsʰoi2	
財	tsʰoi2	
裁	tsʰoi2	
彩	tsʰoi3	
綵	tsʰoi3	
採	tsʰoi3	
采	tsʰoi3	
寀	tsʰoi3	
賽	tsʰoi5	
萊	tsʰoi5	
蔡	tsʰoi5	
腮	soi1	
鰓	soi1	
歲	soi5	
嘴	tʂoi5	白
睡	ʂoi3	
稅	ʂoi5	
帥	ʂoi5	
該	koi1	
賅	koi1	
改	koi3	
蓋	koi5	
盖	koi5	
概	kʰoi5	
慨	kʰoi5	
溉	kʰoi5	
丐	kʰoi5	
劊	kʰoi5	
檜	kʰoi5	
繪	kʰoi5	
呆	ŋoi2	
礙	ŋoi3	
外	ŋoi3	
僞	ŋoi3	
開	hoi1	
海	hoi3	
亥	hoi3	
害	hoi3	
哀	oi1	
凱	oi3	
藹	oi3	
愛	oi5	
褒	pou1	
保	pou3	
堡	pou3	
寶	pou3	
報	pou5	
抱	pʰou2	
暴	pʰou3	
菢	pʰou3	
瀑	pʰou5	
毛	mou1	
冒	mou3	
帽	mou3	
刀	tou1	
島	tou3	
倒	tou3	
到	tou5	
滔	tʰou1	
韜	tʰou1	
叨	tʰou1	
桃	tʰou2	
逃	tʰou2	
陶	tʰou2	
淘	tʰou2	
濤	tʰou2	
導	tʰou3	
盜	tʰou3	
道	tʰou3	
稻	tʰou3	
套	tʰou5	
腦	nou3	
惱	nou3	
勞	lou2	
牢	lou2	
澇	lou2	
老	lou3	
遭	tsou1	
糟	tsou1	
早	tsou3	
棗	tsou3	
蚤	tsou3	
竈	tsou5	炉~
操	tsʰou1	
曹	tsʰou2	
槽	tsʰou2	
草	tsʰou3	
皁	tsʰou3	
皂	tsʰou3	
造	tsʰou3	
澡	tsʰou5	
躁	tsʰou5	
燥	tsʰou5	
糙	tsʰou5	
臊	sou1	
騷	sou1	
嫂	sou3	
叟	sou3	
掃	sou5	
髙	kou1	
膏	kou1	
篙	kou1	
羔	kou1	
糕	kou1	
好	hou3	
好	hou5	喜~
奧	ou5	
懊	ou5	
襖	ou5	
埔	pu1	草~
補	pu3	
斧	pu3	
布	pu5	
佈	pu5	
怖	pu5	恐~
簿	pʰu1	
鋪	pʰu1	床~
脯	pʰu2	
菩	pʰu2	
蒲	pʰu2	
譜	pʰu3	
普	pʰu3	
浦	pʰu3	
部	pʰu3	
薄	pʰu3	
甫	pʰu3	
脯	pʰu3	
步	pʰu5	
鋪	pʰu5	店~
母	mu1	
巫	mu2	
誣	mu2	
模	mu2	
侮	mu2	
摹	mu2	
舞	mu3	
鵡	mu3	
務	mu3	
暮	mu5	
慕	mu5	
墓	mu5	
募	mu5	
霧	mu5	
呼	fu1	
夫	fu1	
伕	fu1	
膚	fu1	
敷	fu1	
俘	fu1	~虏
孵	fu1	~小鸡
扶	fu2	
符	fu2	
互	fu2	
胡	fu2	
鬍	fu2	
衚	fu2	
湖	fu2	
乎	fu2	
狐	fu2	
壺	fu2	
胡	fu2	
鬍	fu2	
衚	fu2	
芙	fu2	~蓉
父	fu3	
虎	fu3	
滸	fu3	
戶	fu3	
護	fu3	
釜	fu3	
腐	fu3	
傅	fu3	
撫	fu3	
滬	fu3	
府	fu3	
腑	fu3	
俯	fu3	
赴	fu3	
婦	fu3	
訃	fu3	
附	fu3	
副	fu5	
付	fu5	
富	fu5	
賦	fu5	
戽	fu5	
烏	vu1	
污	vu1	
塢	vu1	
無	vu2	
武	vu3	
惡	vu5	好~
噁	vu5	好~
都	tu1	
□	tu2	~门,一种动作
堵	tu3	
肚	tu3	
賭	tu3	
徒	tʰu2	
屠	tʰu2	
途	tʰu2	
塗	tʰu2	
涂	tʰu2	
圖	tʰu2	
土	tʰu3	
杜	tʰu3	
度	tʰu3	
渡	tʰu3	
鍍	tʰu3	
吐	tʰu5	
兔	tʰu5	
奴	nu2	
怒	nu2	
努	nu3	
魯	lu1	
櫓	lu1	
虜	lu1	
廬	lu1	
驢	lu1	
盧	lu2	
爐	lu2	
蘆	lu2	~草
鷺	lu2	~鸶
路	lu3	
露	lu5	
賂	lu5	
租	tsu1	
資	tsu1	
姿	tsu1	
諮	tsu1	
咨	tsu1	
茲	tsu1	
兹	tsu1	
滋	tsu1	
祖	tsu3	
組	tsu3	
此	tsu3	
子	tsu3	
梓	tsu3	
粗	tsʰu1	
慈	tsʰu2	
磁	tsʰu2	
寺	tsʰu2	
飼	tsʰu2	
詞	tsʰu2	
祠	tsʰu2	
辭	tsʰu2	
嗣	tsʰu2	
瓷	tsʰu2	
楚	tsʰu3	
礎	tsʰu3	
賜	tsʰu3	
自	tsʰu3	
次	tsʰu5	
似	tsʰu5	
廁	tsʰu5	
思	su1	
蘇	su1	
甦	su1	
囌	su1	
酥	su1	
私	su1	
俬	su1	
伺	su1	
師	su1	
司	su1	
須	su1	
鬚	su1	
獅	su1	
絲	su1	
字	su3	
牸	su3	
巳	su3	
仕	su3	
祀	su3	
事	su3	
士	su3	
駛	su3	
俟	su3	
侍	su3	
史	su3	
使	su3	
素	su5	
訴	su5	
塑	su5	
數	su5	
漱	su5	
姑	ku1	
孤	ku1	
枯	ku1	
古	ku3	
估	ku3	
股	ku3	
鼓	ku3	
牯	ku3	
故	ku5	
固	ku5	
錮	ku5	
顧	ku5	
箍	kʰu1	
苦	kʰu3	
庫	kʰu5	
褲	kʰu5	
會	fui3	开~
廢	fui5	
肺	fui5	
晦	fui5	
委	vui1	
唯	vui2	
萎	vui2	
維	vui2	
惟	vui2	
遺	vui2	
桅	vui2	
惠	vui3	
衛	vui3	
毀	vui3	
燬	vui3	
譭	vui3	
爲	vui3	
位	vui3	
慧	vui5	
堆	tui1	
隊	tui3	
對	tui5	
推	tʰui1	
腿	tʰui2	
